Time (min);Temperature (°C);Weight (mg);Heat Flow (mW);Temperature Difference (°C);Temperature Difference (µV);Sample Purge Flow (mL/min)
39.97100;419.6870;0.9883926;-1.974701;-0.9757089;-10.80133;100.0068
39.97933;419.7704;0.9883808;-1.990519;-0.9762694;-10.80798;99.97996
39.98767;419.8539;0.9882986;-2.006063;-0.9768204;-10.81452;100.0348
39.99600;419.9367;0.9883026;-2.021558;-0.9773700;-10.82106;99.95176
40.00433;420.0207;0.9882553;-2.038588;-0.9779712;-10.82816;100.0428
40.01266;420.1020;0.9882342;-2.054797;-0.9785450;-10.83497;100.0051
40.02100;420.1854;0.9881768;-2.070929;-0.9791156;-10.84174;99.98118
40.02933;420.2660;0.9881422;-2.087480;-0.9797008;-10.84866;99.99309
40.03766;420.3482;0.9881102;-2.104192;-0.9802909;-10.85564;100.0302
40.04600;420.4322;0.9880295;-2.121195;-0.9808906;-10.86274;99.99840
40.05433;420.5196;0.9880139;-2.138250;-0.9814916;-10.86984;100.0064
40.06267;420.6003;0.9879524;-2.153973;-0.9820480;-10.87646;99.98501
40.07100;420.6805;0.9879291;-2.170084;-0.9826176;-10.88322;99.96285
40.07933;420.7611;0.9878620;-2.186428;-0.9831945;-10.89006;100.0558
40.08766;420.8440;0.9878241;-2.201892;-0.9837413;-10.89656;99.94226
40.09600;420.9278;0.9877681;-2.217794;-0.9843026;-10.90323;100.0045
40.10433;421.0131;0.9877197;-2.233209;-0.9848474;-10.90972;99.99641
40.11267;421.0952;0.9877160;-2.248880;-0.9854009;-10.91630;100.0391
40.12100;421.1769;0.9876964;-2.264710;-0.9859601;-10.92295;99.99356
40.12933;421.2579;0.9876840;-2.279760;-0.9864924;-10.92930;100.0087
40.13766;421.3404;0.9876436;-2.294715;-0.9870210;-10.93561;99.99009
40.14600;421.4202;0.9876222;-2.311787;-0.9876216;-10.94271;100.0022
40.15433;421.5066;0.9876103;-2.327960;-0.9881908;-10.94946;99.97853
40.16266;421.5881;0.9875616;-2.344061;-0.9887580;-10.95621;99.98668
40.17100;421.6746;0.9875416;-2.360108;-0.9893231;-10.96292;100.0388
40.17933;421.7572;0.9874868;-2.376648;-0.9899049;-10.96982;99.97086
40.18767;421.8383;0.9874225;-2.394138;-0.9905188;-10.97708;100.0244
40.19600;421.9238;0.9873241;-2.410555;-0.9910957;-10.98393;99.99063
40.20433;422.0071;0.9872689;-2.427195;-0.9916805;-10.99086;99.97056
40.21266;422.0869;0.9872161;-2.443481;-0.9922535;-10.99767;100.0420
40.22100;422.1712;0.9871368;-2.459675;-0.9928228;-11.00444;99.97982
40.22933;422.2528;0.9871134;-2.475571;-0.9933824;-11.01110;100.0741
40.23767;422.3360;0.9870288;-2.492077;-0.9939620;-11.01798;99.94650
40.24600;422.4224;0.9869806;-2.508470;-0.9945374;-11.02482;99.97684
40.25433;422.5002;0.9869088;-2.524709;-0.9951084;-11.03161;100.0233
40.26266;422.5846;0.9868984;-2.541194;-0.9956866;-11.03848;99.95142
40.27100;422.6676;0.9868624;-2.557545;-0.9962605;-11.04529;100.0730
40.27933;422.7504;0.9868542;-2.574665;-0.9968601;-11.05240;99.92388
40.28766;422.8338;0.9868165;-2.591608;-0.9974532;-11.05944;100.0874
40.29600;422.9157;0.9867266;-2.608266;-0.9980371;-11.06636;99.94831
40.30433;422.9980;0.9866811;-2.625220;-0.9986309;-11.07341;99.99080
40.31267;423.0805;0.9865981;-2.641880;-0.9992144;-11.08034;100.0174
40.32100;423.1656;0.9865595;-2.658743;-0.9998042;-11.08734;99.99928
40.32933;423.2460;0.9865241;-2.675137;-1.000379;-11.09416;99.98102
40.33766;423.3322;0.9864916;-2.691719;-1.000959;-11.10106;99.98934
40.34600;423.4140;0.9864236;-2.707583;-1.001515;-11.10769;100.0376
40.35433;423.4954;0.9863687;-2.723458;-1.002072;-11.11432;99.98726
40.36267;423.5769;0.9863484;-2.739340;-1.002628;-11.12095;99.98191
40.37100;423.6598;0.9862903;-2.754751;-1.003168;-11.12740;100.0185
40.37933;423.7406;0.9862934;-2.770706;-1.003727;-11.13406;99.99805
40.38766;423.8224;0.9862611;-2.786757;-1.004289;-11.14075;100.0366
40.39600;423.9117;0.9862606;-2.802788;-1.004849;-11.14742;99.94551
40.40433;423.9900;0.9861938;-2.818623;-1.005404;-11.15404;99.97684
40.41266;424.0739;0.9861541;-2.834170;-1.005948;-11.16054;100.0284
40.42100;424.1576;0.9860884;-2.850105;-1.006505;-11.16718;100.0211
40.42933;424.2402;0.9860692;-2.866684;-1.007084;-11.17406;99.99559
40.43767;424.3222;0.9860275;-2.883135;-1.007658;-11.18090;99.96953
40.44600;424.4053;0.9859559;-2.899466;-1.008228;-11.18768;100.0092
40.45433;424.4882;0.9859394;-2.916440;-1.008820;-11.19471;100.0217
40.46266;424.5719;0.9858672;-2.933272;-1.009406;-11.20168;99.97792
40.47100;424.6549;0.9858491;-2.949650;-1.009978;-11.20850;99.99931
40.47933;424.7370;0.9857480;-2.966108;-1.010552;-11.21533;100.0291
40.48767;424.8204;0.9857541;-2.982588;-1.011126;-11.22216;99.98707
40.49600;424.9012;0.9856798;-2.999414;-1.011712;-11.22914;100.0072
40.50433;424.9852;0.9856844;-3.016388;-1.012302;-11.23616;99.98876
40.51266;425.0672;0.9856144;-3.033584;-1.012901;-11.24326;100.0326
40.52100;425.1514;0.9855975;-3.049805;-1.013466;-11.25000;99.94534
40.52933;425.2292;0.9855454;-3.066915;-1.014061;-11.25707;100.0489
40.53766;425.3134;0.9854629;-3.083776;-1.014647;-11.26404;99.96991
40.54600;425.3980;0.9854224;-3.100781;-1.015238;-11.27106;100.0396
40.55433;425.4771;0.9853441;-3.117594;-1.015823;-11.27802;99.97712
40.56267;425.5640;0.9853387;-3.133806;-1.016386;-11.28474;99.98538
40.57100;425.6472;0.9853045;-3.150500;-1.016966;-11.29164;99.99952
40.57933;425.7297;0.9852978;-3.166947;-1.017538;-11.29846;100.0038
40.58766;425.8142;0.9852351;-3.183268;-1.018105;-11.30522;100.0039
40.59600;425.8952;0.9852298;-3.200001;-1.018686;-11.31215;100.0014
40.60433;425.9802;0.9851897;-3.217308;-1.019286;-11.31928;100.0127
40.61267;426.0646;0.9851812;-3.233509;-1.019849;-11.32600;99.97258
40.62100;426.1467;0.9851814;-3.250257;-1.020431;-11.33292;99.96887
40.62933;426.2320;0.9851609;-3.266218;-1.020985;-11.33955;100.0306
40.63766;426.3118;0.9851276;-3.283258;-1.021576;-11.34660;99.97062
40.64600;426.3944;0.9850955;-3.301587;-1.022210;-11.35411;100.0370
40.65433;426.4762;0.9850168;-3.319999;-1.022846;-11.36164;100.0151
40.66266;426.5569;0.9849922;-3.338594;-1.023489;-11.36925;99.97769
40.67100;426.6422;0.9849609;-3.357342;-1.024136;-11.37690;100.0436
40.67933;426.7250;0.9849594;-3.374531;-1.024730;-11.38398;99.97856
40.68767;426.8079;0.9849032;-3.391554;-1.025320;-11.39100;99.97656
40.69600;426.8888;0.9848634;-3.409622;-1.025944;-11.39840;100.0170
40.70433;426.9716;0.9848109;-3.427230;-1.026552;-11.40563;100.0474
40.71266;427.0556;0.9847652;-3.445609;-1.027186;-11.41314;99.93434
40.72100;427.1372;0.9847472;-3.463020;-1.027787;-11.42029;100.0270
40.72933;427.2191;0.9846994;-3.479656;-1.028362;-11.42716;99.96922
40.73767;427.3019;0.9846965;-3.496006;-1.028928;-11.43391;100.0432
40.74600;427.3870;0.9846626;-3.512705;-1.029505;-11.44080;99.98110
40.75433;427.4710;0.9846402;-3.529027;-1.030069;-11.44754;100.0399
40.76266;427.5556;0.9845405;-3.545958;-1.030654;-11.45451;99.93544
40.77100;427.6347;0.9845272;-3.563036;-1.031244;-11.46154;100.0663
40.77933;427.7142;0.9844759;-3.579873;-1.031826;-11.46848;99.97803
40.78766;427.7960;0.9844520;-3.596774;-1.032409;-11.47544;99.96769
40.79600;427.8833;0.9844191;-3.613788;-1.032995;-11.48242;100.0142
40.80433;427.9705;0.9843909;-3.631308;-1.033598;-11.48960;100.0004
40.81267;428.0452;0.9843591;-3.648754;-1.034200;-11.49677;99.99749
40.82100;428.1344;0.9843088;-3.665622;-1.034780;-11.50370;100.0076
40.82933;428.2149;0.9842462;-3.682684;-1.035369;-11.51072;99.98506
40.83766;428.2974;0.9842175;-3.700896;-1.035995;-11.51815;100.0185
40.84600;428.3794;0.9841989;-3.718502;-1.036601;-11.52536;99.96647
40.85433;428.4625;0.9841556;-3.736734;-1.037227;-11.53280;100.0002
40.86267;428.5440;0.9841254;-3.754610;-1.037842;-11.54011;100.0341
40.87100;428.6269;0.9840805;-3.772612;-1.038460;-11.54747;99.95429
40.87933;428.7109;0.9840351;-3.790551;-1.039076;-11.55480;100.0163
40.88766;428.7924;0.9839975;-3.808257;-1.039685;-11.56204;99.98407
40.89600;428.8718;0.9839428;-3.826194;-1.040301;-11.56936;100.0324
40.90433;428.9564;0.9839045;-3.844354;-1.040924;-11.57676;100.0086
40.91266;429.0376;0.9838756;-3.862868;-1.041558;-11.58430;100.0028
40.92100;429.1215;0.9838241;-3.880615;-1.042167;-11.59154;99.95076
40.92933;429.2047;0.9837582;-3.898936;-1.042795;-11.59900;100.0237
40.93767;429.2908;0.9837011;-3.916964;-1.043412;-11.60635;99.99062
40.94600;429.3696;0.9836938;-3.934631;-1.044019;-11.61357;100.0174
40.95433;429.4547;0.9836538;-3.952410;-1.044628;-11.62083;99.99550
40.96266;429.5310;0.9836176;-3.969833;-1.045226;-11.62796;100.0277
40.97100;429.6149;0.9835568;-3.987910;-1.045845;-11.63532;99.96665
40.97934;429.6942;0.9835218;-4.006026;-1.046466;-11.64270;100.0546
40.98766;429.7828;0.9834911;-4.024078;-1.047082;-11.65004;99.99538
40.99600;429.8662;0.9834629;-4.041010;-1.047662;-11.65698;99.93788
41.00434;429.9486;0.9834595;-4.059076;-1.048281;-11.66434;100.0221
41.01266;430.0320;0.9834400;-4.077128;-1.048898;-11.67169;100.0323
41.02100;430.1154;0.9834530;-4.095472;-1.049525;-11.67914;99.96931
41.02934;430.1991;0.9833762;-4.113848;-1.050152;-11.68661;100.0307
41.03766;430.2790;0.9833780;-4.131486;-1.050756;-11.69381;99.95928
41.04600;430.3598;0.9833611;-4.150284;-1.051398;-11.70144;100.0266
41.05434;430.4430;0.9833749;-4.168074;-1.052006;-11.70869;99.97687
41.06266;430.5296;0.9833563;-4.185119;-1.052589;-11.71566;100.0170
41.07100;430.6094;0.9833312;-4.203239;-1.053208;-11.72304;100.0398
41.07934;430.6919;0.9832925;-4.222174;-1.053854;-11.73070;99.95689
41.08766;430.7758;0.9832170;-4.239308;-1.054439;-11.73770;100.0011
41.09600;430.8594;0.9831814;-4.256303;-1.055020;-11.74465;100.0178
41.10434;430.9392;0.9831191;-4.272750;-1.055582;-11.75140;99.96141
41.11266;431.0226;0.9830954;-4.289661;-1.056160;-11.75831;100.0165
41.12100;431.1044;0.9830199;-4.307431;-1.056766;-11.76554;100.0270
41.12934;431.1886;0.9829982;-4.324070;-1.057334;-11.77235;99.98186
41.13766;431.2722;0.9829387;-4.340668;-1.057901;-11.77915;100.0261
41.14600;431.3537;0.9828903;-4.358634;-1.058514;-11.78645;99.97931
41.15434;431.4375;0.9828316;-4.376219;-1.059113;-11.79361;99.99936
41.16266;431.5183;0.9827921;-4.393070;-1.059688;-11.80050;100.0012
41.17100;431.6081;0.9827551;-4.410863;-1.060292;-11.80772;99.98106
41.17934;431.6872;0.9826860;-4.428436;-1.060892;-11.81488;100.0310
41.18766;431.7691;0.9826584;-4.446590;-1.061510;-11.82225;100.0098
41.19600;431.8556;0.9825906;-4.464680;-1.062124;-11.82959;99.98766
41.20434;431.9330;0.9825649;-4.482414;-1.062729;-11.83682;100.0098
41.21266;432.0172;0.9825156;-4.500516;-1.063344;-11.84416;99.92694
41.22100;432.0993;0.9825051;-4.519588;-1.063992;-11.85186;100.0635
41.22934;432.1822;0.9824539;-4.538044;-1.064619;-11.85932;99.95392
41.23766;432.2663;0.9824348;-4.556348;-1.065240;-11.86674;100.0124
41.24600;432.3537;0.9823926;-4.575112;-1.065876;-11.87431;100.0130
41.25434;432.4320;0.9823669;-4.593726;-1.066509;-11.88185;99.98784
41.26266;432.5150;0.9823554;-4.612408;-1.067142;-11.88940;99.99835
41.27100;432.5973;0.9823290;-4.630639;-1.067761;-11.89678;100.0152
41.27934;432.6812;0.9822922;-4.648872;-1.068379;-11.90416;100.0777
41.28766;432.7664;0.9822531;-4.667034;-1.068995;-11.91151;99.91251
41.29600;432.8456;0.9821926;-4.685310;-1.069615;-11.91892;99.99726
41.30434;432.9278;0.9821344;-4.702856;-1.070211;-11.92604;99.99859
41.31266;433.0116;0.9821205;-4.720207;-1.070799;-11.93310;100.0189
41.32100;433.0935;0.9820852;-4.738120;-1.071407;-11.94036;99.99551
41.32934;433.1750;0.9820790;-4.755590;-1.071999;-11.94745;99.98975
41.33766;433.2576;0.9820402;-4.773471;-1.072605;-11.95469;99.98710
41.34600;433.3414;0.9820098;-4.791998;-1.073232;-11.96217;100.0161
41.35434;433.4266;0.9819672;-4.811004;-1.073874;-11.96982;100.0043
41.36266;433.5096;0.9819442;-4.829318;-1.074493;-11.97722;99.96981
41.37100;433.5898;0.9819113;-4.848297;-1.075135;-11.98486;100.0358
41.37934;433.6741;0.9818648;-4.867695;-1.075790;-11.99266;99.96949
41.38766;433.7562;0.9818637;-4.886302;-1.076419;-12.00016;100.0206
41.39600;433.8410;0.9818264;-4.905536;-1.077068;-12.00789;99.99559
41.40434;433.9252;0.9818071;-4.925322;-1.077735;-12.01582;100.0164
41.41266;434.0072;0.9817470;-4.944847;-1.078394;-12.02367;100.0271
41.42100;434.0860;0.9817032;-4.963820;-1.079036;-12.03132;99.95781
41.42934;434.1705;0.9816775;-4.982284;-1.079658;-12.03876;99.99616
41.43766;434.2522;0.9816410;-5.000476;-1.080273;-12.04610;99.97081
41.44600;434.3366;0.9816424;-5.019512;-1.080914;-12.05375;100.0623
41.45434;434.4196;0.9815995;-5.037915;-1.081535;-12.06117;99.98416
41.46266;434.5042;0.9816303;-5.055576;-1.082131;-12.06832;99.96538
41.47100;434.5828;0.9815595;-5.074270;-1.082762;-12.07586;100.0102
41.47934;434.6643;0.9815606;-5.093343;-1.083405;-12.08352;99.99780
41.48766;434.7478;0.9814905;-5.111722;-1.084024;-12.09091;100.0441
41.49600;434.8312;0.9814850;-5.130248;-1.084648;-12.09837;99.97609
41.50434;434.9133;0.9814582;-5.148930;-1.085277;-12.10588;100.0182
41.51266;434.9946;0.9814515;-5.167731;-1.085910;-12.11344;99.97149
41.52100;435.0806;0.9813984;-5.185974;-1.086523;-12.12078;100.0028
41.52934;435.1620;0.9813697;-5.204293;-1.087140;-12.12816;99.96722
41.53766;435.2474;0.9813582;-5.222058;-1.087738;-12.13533;100.0040
41.54600;435.3244;0.9813019;-5.241162;-1.088381;-12.14300;100.0570
41.55434;435.4106;0.9812909;-5.260326;-1.089024;-12.15067;99.92591
41.56266;435.4952;0.9812150;-5.278161;-1.089624;-12.15787;100.0457
41.57100;435.5781;0.9812274;-5.295916;-1.090222;-12.16504;100.0166
41.57934;435.6613;0.9811797;-5.314316;-1.090840;-12.17244;100.0157
41.58766;435.7416;0.9811992;-5.332546;-1.091454;-12.17978;99.98905
41.59600;435.8257;0.9811488;-5.350996;-1.092073;-12.18720;99.97311
41.60434;435.9087;0.9811356;-5.371101;-1.092747;-12.19523;99.98906
41.61266;435.9900;0.9811047;-5.390640;-1.093402;-12.20304;99.99458
41.62100;436.0711;0.9810731;-5.410630;-1.094073;-12.21102;100.0352
41.62934;436.1521;0.9810406;-5.429760;-1.094714;-12.21869;99.98592
41.63766;436.2369;0.9810059;-5.448744;-1.095350;-12.22629;100.0071
41.64600;436.3184;0.9810009;-5.468106;-1.096000;-12.23403;100.0192
41.65434;436.4031;0.9809524;-5.486736;-1.096623;-12.24150;100.0007
41.66266;436.4853;0.9809610;-5.505419;-1.097250;-12.24899;99.99116
41.67100;436.5666;0.9808890;-5.524500;-1.097889;-12.25663;99.95421
41.67934;436.6509;0.9808681;-5.543549;-1.098526;-12.26424;100.0352
41.68766;436.7331;0.9808105;-5.561963;-1.099143;-12.27163;99.97334
41.69600;436.8169;0.9807834;-5.580684;-1.099769;-12.27913;100.0042
41.70434;436.8981;0.9807231;-5.599157;-1.100388;-12.28654;99.98742
41.71266;436.9810;0.9806844;-5.617411;-1.100999;-12.29387;100.0755
41.72100;437.0604;0.9806372;-5.636070;-1.101624;-12.30136;99.94291
41.72934;437.1462;0.9805772;-5.655621;-1.102277;-12.30915;99.99316
41.73766;437.2236;0.9805402;-5.675789;-1.102951;-12.31719;100.0302
41.74600;437.3097;0.9804811;-5.695369;-1.103604;-12.32498;100.0098
41.75434;437.3922;0.9804611;-5.714776;-1.104252;-12.33272;100.0041
41.76266;437.4748;0.9804266;-5.734319;-1.104904;-12.34051;99.98872
41.77100;437.5574;0.9804194;-5.752838;-1.105523;-12.34792;99.96292
41.77934;437.6400;0.9803642;-5.771894;-1.106159;-12.35553;99.99506
41.78766;437.7210;0.9803555;-5.791516;-1.106814;-12.36335;100.0479
41.79600;437.8076;0.9803009;-5.811230;-1.107470;-12.37119;100.0053
41.80434;437.8880;0.9802743;-5.831204;-1.108136;-12.37914;99.97491
41.81266;437.9724;0.9802731;-5.850394;-1.108776;-12.38679;99.99921
41.82100;438.0550;0.9802538;-5.868687;-1.109386;-12.39412;99.99366
41.82934;438.1398;0.9802136;-5.888080;-1.110032;-12.40184;100.0289
41.83766;438.2226;0.9801718;-5.907647;-1.110684;-12.40964;99.98199
41.84600;438.3060;0.9801491;-5.927109;-1.111332;-12.41739;100.0311
41.85434;438.3860;0.9801282;-5.946919;-1.111992;-12.42528;99.97061
41.86266;438.4718;0.9801309;-5.966414;-1.112640;-12.43304;100.0371
41.87100;438.5560;0.9800805;-5.985664;-1.113281;-12.44071;99.93288
41.87934;438.6379;0.9800891;-6.004706;-1.113915;-12.44831;100.0143
41.88766;438.7192;0.9800566;-6.022803;-1.114518;-12.45556;100.0220
41.89600;438.8008;0.9800275;-6.041224;-1.115132;-12.46294;100.0159
41.90434;438.8850;0.9799569;-6.059682;-1.115746;-12.47031;99.98658
41.91266;438.9642;0.9799450;-6.078446;-1.116371;-12.47781;99.98944
41.92100;439.0484;0.9799145;-6.096943;-1.116986;-12.48519;99.99342
41.92934;439.1280;0.9798562;-6.114990;-1.117588;-12.49242;100.0264
41.93766;439.2104;0.9798378;-6.133778;-1.118213;-12.49991;99.98182
41.94600;439.2966;0.9797840;-6.151734;-1.118810;-12.50708;99.95772
41.95434;439.3783;0.9797800;-6.169912;-1.119416;-12.51434;100.0076
41.96266;439.4594;0.9797458;-6.188223;-1.120026;-12.52166;100.0344
41.97100;439.5446;0.9797328;-6.207486;-1.120666;-12.52931;100.0087
41.97934;439.6259;0.9796906;-6.226082;-1.121285;-12.53673;99.98382
41.98766;439.7042;0.9796955;-6.245704;-1.121938;-12.54453;99.98053
41.99600;439.7903;0.9796418;-6.265078;-1.122581;-12.55221;100.0184
42.00434;439.8729;0.9796075;-6.284688;-1.123233;-12.55999;100.0233
42.01266;439.9575;0.9795806;-6.304819;-1.123901;-12.56795;99.95648
42.02100;440.0447;0.9795191;-6.324207;-1.124544;-12.57564;100.0163
42.02934;440.1266;0.9794756;-6.344082;-1.125204;-12.58353;99.99422
42.03766;440.2056;0.9794441;-6.363865;-1.125862;-12.59138;100.0327
42.04600;440.2880;0.9794113;-6.383722;-1.126521;-12.59925;100.0137
42.05434;440.3715;0.9793554;-6.403564;-1.127179;-12.60710;99.98651
42.06266;440.4562;0.9793178;-6.423938;-1.127854;-12.61515;100.0148
42.07100;440.5368;0.9792869;-6.444107;-1.128523;-12.62314;99.96124
42.07934;440.6198;0.9792501;-6.463512;-1.129167;-12.63084;100.0102
42.08766;440.7049;0.9792168;-6.482460;-1.129795;-12.63836;100.0054
42.09600;440.7844;0.9791798;-6.502241;-1.130451;-12.64621;99.99764
42.10434;440.8663;0.9792050;-6.521988;-1.131106;-12.65402;99.99859
42.11266;440.9482;0.9791511;-6.542058;-1.131770;-12.66196;99.95953
42.12100;441.0333;0.9791475;-6.561390;-1.132410;-12.66961;100.0430
42.12934;441.1110;0.9791444;-6.581628;-1.133081;-12.67762;99.99503
42.13766;441.1972;0.9791492;-6.601584;-1.133740;-12.68549;99.99862
42.14600;441.2801;0.9791259;-6.621074;-1.134385;-12.69320;99.99491
42.15434;441.3598;0.9790918;-6.639403;-1.134993;-12.70051;100.0416
42.16266;441.4444;0.9791090;-6.658748;-1.135632;-12.70816;99.93555
42.17100;441.5271;0.9790906;-6.678853;-1.136297;-12.71609;100.0005
42.17934;441.6125;0.9791149;-6.697428;-1.136910;-12.72346;100.0380
42.18766;441.6950;0.9790601;-6.715642;-1.137514;-12.73071;99.95574
42.19600;441.7737;0.9790754;-6.734079;-1.138125;-12.73806;100.0428
42.20434;441.8566;0.9789969;-6.753844;-1.138778;-12.74586;99.98359
42.21266;441.9422;0.9789621;-6.772756;-1.139402;-12.75335;100.0007
42.22100;442.0210;0.9789368;-6.791810;-1.140033;-12.76091;100.0253
42.22934;442.1024;0.9789384;-6.810674;-1.140656;-12.76839;99.97043
42.23766;442.1876;0.9789481;-6.830897;-1.141322;-12.77635;99.99155
42.24600;442.2680;0.9789051;-6.850784;-1.141979;-12.78421;99.98457
42.25434;442.3506;0.9788689;-6.870063;-1.142615;-12.79183;100.0033
42.26266;442.4346;0.9788374;-6.890284;-1.143281;-12.79979;100.0368
42.27100;442.5158;0.9788100;-6.911300;-1.143974;-12.80804;100.0277
42.27934;442.5993;0.9787785;-6.931421;-1.144636;-12.81596;99.96668
42.28766;442.6817;0.9787538;-6.950957;-1.145280;-12.82367;100.0015
42.29600;442.7692;0.9787113;-6.970910;-1.145935;-12.83152;99.97855
42.30434;442.8478;0.9786444;-6.990070;-1.146568;-12.83911;100.0385
42.31266;442.9306;0.9786030;-7.010479;-1.147240;-12.84714;99.99868
42.32100;443.0147;0.9785546;-7.029657;-1.147871;-12.85471;99.96955
42.32934;443.0986;0.9785205;-7.048369;-1.148487;-12.86212;99.99903
42.33766;443.1822;0.9785102;-7.067340;-1.149112;-12.86962;100.0241
42.34600;443.2629;0.9784812;-7.086122;-1.149731;-12.87707;100.0058
42.35434;443.3438;0.9784509;-7.105124;-1.150357;-12.88459;99.99128
42.36266;443.4269;0.9784175;-7.124062;-1.150980;-12.89208;99.98455
42.37100;443.5104;0.9783929;-7.142850;-1.151598;-12.89951;99.96547
42.37934;443.5922;0.9783732;-7.161880;-1.152224;-12.90703;100.0318
42.38766;443.6743;0.9783805;-7.181607;-1.152872;-12.91480;99.99848
42.39600;443.7575;0.9783686;-7.201505;-1.153526;-12.92263;99.97719
42.40434;443.8404;0.9783358;-7.221722;-1.154189;-12.93057;100.0296
42.41266;443.9213;0.9783142;-7.241482;-1.154839;-12.93835;99.99334
42.42100;444.0026;0.9782485;-7.261528;-1.155497;-12.94623;99.96820
42.42934;444.0874;0.9781910;-7.281565;-1.156153;-12.95409;100.0774
42.43766;444.1709;0.9781551;-7.300930;-1.156789;-12.96172;99.96570
42.44600;444.2532;0.9781262;-7.320465;-1.157430;-12.96941;99.98249
42.45434;444.3354;0.9781199;-7.340359;-1.158082;-12.97723;99.95397
42.46266;444.4170;0.9780768;-7.359463;-1.158709;-12.98476;100.0618
42.47100;444.4987;0.9780205;-7.378961;-1.159349;-12.99244;100.0032
42.47934;444.5828;0.9779792;-7.397631;-1.159960;-12.99980;100.0090
42.48766;444.6653;0.9779672;-7.416545;-1.160580;-13.00727;99.96992
42.49600;444.7480;0.9779070;-7.436934;-1.161248;-13.01526;100.0231
42.50434;444.8289;0.9779292;-7.456240;-1.161881;-13.02287;99.99694
42.51266;444.9124;0.9779099;-7.475566;-1.162514;-13.03047;99.97338
42.52100;444.9946;0.9779258;-7.495142;-1.163154;-13.03816;100.0156
42.52934;445.0750;0.9778838;-7.515064;-1.163807;-13.04599;99.98281
42.53766;445.1570;0.9778655;-7.534413;-1.164440;-13.05360;99.98182
42.54600;445.2420;0.9778309;-7.554406;-1.165093;-13.06143;100.0032
42.55434;445.3270;0.9778431;-7.573347;-1.165712;-13.06888;99.98866
42.56266;445.4100;0.9778142;-7.592084;-1.166325;-13.07627;100.0565
42.57100;445.4914;0.9777704;-7.610868;-1.166940;-13.08368;100.0080
42.57934;445.5744;0.9777755;-7.628972;-1.167532;-13.09083;99.96609
42.58766;445.6557;0.9777249;-7.647702;-1.168145;-13.09822;99.97619
42.59600;445.7383;0.9776851;-7.666684;-1.168765;-13.10569;99.99168
42.60434;445.8207;0.9776031;-7.685986;-1.169396;-13.11328;100.0199
42.61266;445.9016;0.9775899;-7.705193;-1.170024;-13.12084;100.0373
42.62100;445.9863;0.9775275;-7.724368;-1.170649;-13.12837;99.97968
42.62934;446.0707;0.9775092;-7.743594;-1.171276;-13.13591;99.97915
42.63766;446.1546;0.9774647;-7.763669;-1.171931;-13.14377;100.0158
42.64600;446.2338;0.9774599;-7.783866;-1.172591;-13.15169;100.0106
42.65434;446.3159;0.9774761;-7.803730;-1.173238;-13.15947;99.98775
42.66266;446.3950;0.9774493;-7.823209;-1.173875;-13.16712;100.0110
42.67100;446.4780;0.9774308;-7.843006;-1.174520;-13.17487;99.97387
42.67934;446.5616;0.9774176;-7.862463;-1.175153;-13.18249;100.0232
42.68766;446.6455;0.9773968;-7.880790;-1.175750;-13.18970;100.0501
42.69600;446.7282;0.9773656;-7.900118;-1.176380;-13.19729;99.96488
42.70434;446.8090;0.9773449;-7.920348;-1.177039;-13.20520;100.0053
42.71266;446.8954;0.9773255;-7.940905;-1.177706;-13.21320;99.98625
42.72100;446.9772;0.9772866;-7.961311;-1.178370;-13.22117;99.99830
42.72934;447.0580;0.9772326;-7.980469;-1.178994;-13.22869;100.0290
42.73766;447.1395;0.9771664;-8.001009;-1.179663;-13.23671;99.99836
42.74600;447.2208;0.9771345;-8.020978;-1.180312;-13.24451;99.99110
42.75434;447.3072;0.9771124;-8.040175;-1.180936;-13.25203;99.95414
42.76266;447.3928;0.9770942;-8.059510;-1.181563;-13.25960;100.0720
42.77100;447.4702;0.9770781;-8.079688;-1.182221;-13.26750;99.93644
42.77934;447.5536;0.9770594;-8.099395;-1.182861;-13.27520;100.0701
42.78766;447.6374;0.9770482;-8.118687;-1.183487;-13.28275;99.97821
42.79600;447.7200;0.9770226;-8.137116;-1.184087;-13.29000;99.98918
42.80434;447.8062;0.9769851;-8.155205;-1.184673;-13.29711;99.97949
42.81266;447.8848;0.9769630;-8.174590;-1.185304;-13.30472;100.0107
42.82100;447.9692;0.9769000;-8.193207;-1.185908;-13.31202;99.94845
42.82934;448.0537;0.9768856;-8.212340;-1.186529;-13.31951;100.0047
42.83766;448.1350;0.9768456;-8.232398;-1.187180;-13.32734;100.0532
42.84600;448.2180;0.9768228;-8.252390;-1.187828;-13.33514;99.94731
42.85434;448.3011;0.9767776;-8.272078;-1.188466;-13.34284;100.0425
42.86266;448.3832;0.9767424;-8.291550;-1.189098;-13.35046;99.97856
42.87100;448.4692;0.9767316;-8.310297;-1.189705;-13.35780;99.99936
42.87934;448.5530;0.9766725;-8.329278;-1.190320;-13.36523;99.97722
42.88766;448.6340;0.9766564;-8.348105;-1.190931;-13.37262;100.0246
42.89600;448.7139;0.9766336;-8.366680;-1.191534;-13.37992;100.0374
42.90434;448.7978;0.9766492;-8.385328;-1.192139;-13.38723;99.98978
42.91266;448.8841;0.9766092;-8.404431;-1.192756;-13.39469;99.98829
42.92100;448.9674;0.9765795;-8.423408;-1.193370;-13.40212;99.99464
42.92934;449.0459;0.9765402;-8.440921;-1.193940;-13.40904;99.97330
